category,question,answer,language
Shanghai-Hong Kong Stock Connect,Where can I obtain more information on SH-HK Connect?,"You can visit HKEX website's ""China Stock Markets Web"" to obtain information on SH-HK Connect, such as Information Book for Investors, Frequently Asked Questions for Investors, list of eligible stocks, quota balance, etc. (Website: http://www.hkex.com.hk/eng/csm/chinaConnect.asp?LangCode=en)Comparison between trading Shanghai A shares and Hong Kong stocks in Hong Kong



 
Trading Shanghai A shares in Hong Kong
Trading Hong Kong Stocks in Hong Kong


Stocks available for trading
- Constituent stocks of the SSE 180 Index- Constituent stocks of the SSE 380 Index- A shares listed on both HKEX and SSE (excluding Shanghai A shares on the risk alert board and those that are not traded in RMB)
All stocks listed on HKEX


Quota
Aggregate Quota: CNY 300 billionDaily Quota: CNY 13 billion
No limit


Settlement currency
RMB
HKD


Board lot size
100 shares per each board lot
Depends on the stock


Price limit
Order price cannot exceed +/-10% of the previous closing price
No limit


Tick size
Flat fee of CNY 0.01
Vary from HK$0.001 to HK$5, depending on the stock price


Trading hours
Call Auction session: 09:15-09:25Morning session: 09:30-11:30Afternoon session: 13:00-15:00
Pre-opening session: 09:00-09:30Morning session: 09:30-12:00Extended Morning Session: 12:00-13:00Afternoon session: 13:00-16:00Closing Auction Session: 16:00-16:10


Trading days
All business days on which both markets are open for trading and banking services are available in both markets on the corresponding money settlement days
All HKEX trading days


Clearing and settlement
Stocks clearing: T dayFunds settlement: T+1 day
Stocks clearing and funds settlement: T+2 days


Day trading
Not allowed. Stocks purchased on T day can only be sold on or after T+1 day
Allowed


Fees and tax
- Handling Fee (charged by SSE): 0.00487% of the transaction amount- Securities Management Fee (charged by China Securities Regulatory Commission): 0.002% of the transaction amount- Transfer Fee (0.002% charged by ChinaClear & 0.002% charged by HKSCC): 0.004% of the transaction amount - Stamp Duty (charged by State Administration of Taxation): 0.1% of the transaction amount (for sell trade only)
- Transaction Levy (charged by SFC) : 0.0027% of the transaction amount- Trading Fee (charged by HKEX): 0.005% of the transaction amount- Stamp Duty (charged by HKSAR Government): 0.1% of the transaction amount (minimum charge : HK$1)


",en
U.S. Securities Trading Services,What is product and service coverage for U.S. Securities Trading Service offered by China CITIC Bank International?,"Our U.S. Securities Trading Service provides trading and custodian services for U.S. stocks listed in NYSE Equities Market and NASDAQ Stock Market. However, we do not accept any BUY order in any stocks with a market cap below USD 50 million and the price per share less than USD 0.50.",en
U.S. Securities Trading Services,Where can I trade U.S. Securities?,"You can trade U.S. Securities through the following channels:
i-Banking service
CITICmobile
",en
U.S. Securities Trading Services,Can I open an account online for trading US securities?,"Existing customer can open a securities account through online banking, you can simply log in i-banking, then select open ""Securities Trading Account"" in the ""Account Opening"" page, and visit our branch to complete W-8BEN Form and Agreement for Market Data Display Services in order to trade US securities. If you are a new customer or do not have an i-banking account yet, you can visit our branch to apply the services. Please note US securities trading service is not applicable for US persons.",en
U.S. Securities Trading Services,What is W-8BEN Form? Does it to be renewed?,"W-8BEN Form is a declaration form from Internal Revenue Service of the U.S. for investor to declare their identity of non-US citizenship. It is required to be renewed in every 3rd full succeeding years. Otherwise, withholding tax will be levied upon trading of US securities after the last W-8BEN is expired.",en
U.S. Securities Trading Services,When is the trading hours of the US securities markets?,"
North Hemisphere Summer - 21:30 - 04:00 Hong Kong time
North Hemisphere Winter - 22:30 - 05:00 Hong Kong time
North Hemisphere Summer commences at 2am on the second Sunday of March of the year. North Hemisphere Winter commences at 2am on the first Sunday of November of the year. You can place an order through online banking from 19:30 (Hong Kong time) until the close of the US securities marketIf you have any enquiries, you can contact our US Securities Service Hotline at (852) 2287 6688 for assistance. Service Hours (Hong Kong Time): 
							Mondays - Fridays Full Day [Except 5 - 9am (during North Hemisphere Summer) and 6 - 9am, 9 - 10pm (during North Hemisphere Winter) and US Public Holidays]",en
U.S. Securities Trading Services,"How long to sell my securities, and when will I receive the money from selling securities?",Securities purchased can be sold immediately. The sale proceeds will be credited to your US securities trading account 3 days after the sales execution (i.e. T+3).,en
U.S. Securities Trading Services,"During Hong Kong public holidays, can I trade my US securities?","Yes, trading will be available if US securities markets are open.",en
U.S. Securities Trading Services,Any tax implications would apply to me when I hold foreign securities?,"There is no capital gain tax for non-US persons on trading US securities. However, non US person are subject to a 30% withholding tax on dividends. This is not a tax advice and any tax related questions should be referred to their own individual tax consultant.",en
U.S. Securities Trading Services,What is the US SEC Fee?,"US SEC Fee is the Sales Tax as stated in Investment Products Service Fees and Charges of the Bank, it was created by the Securities Exchange Act of 1934 to be an additional transaction cost attached to the selling of exchange-listed equities. This fee is usually listed as a separate fee, independent of any associated brokerage commissions or fees. The fee will be revalued by the US Securities and Exchange Commission from time to time.",en
EIPO,What is IPO?,"IPO represents Initial Public Offering where a company, for its first time, issues shares to investors and get listed on a Stock Exchange.",en
EIPO,What can EIPO service offers you?,Our EIPO service aims to provide an access to subscribe (yellow form application) newly listed shares from Initial Public Offering via the internet.,en
EIPO,Who is eligible to make an IPO application through EIPO service?,"Eligible applicant must:
be our i-banking customer(personal customer);
be an individual applicant;
have a valid securities trading account (yellow form application);
Some companies may accept IPO applications from non Hong Kong residents. Please refer to respective Prospectus for details.
",en
EIPO,How to apply for IPO shares online?,"Step 1 
							Read the Prospectus thoroughly before making your decision to subscribe the shares under IPO. The electronic prospectus is available under ""Securities Trading"" > ""EIPO"" in this website. Step 2 
							Click the ""Apply"" button and the Stock you would like to apply for. Read the terms and conditions, complete the application form and place your payment instruction which allows us to debit the subscription amount from your designated account at the specified time stated for individual IPO. Step 3 
							Confirm your application details and submit the application. A reference number will be generated for your reference. Step 4 
							Make sure your designated account has sufficient fund for settlement at the specified time of individual IPO. Otherwise, your application will be cancelled without further notice.",en
EIPO,Can I amend or cancel my online IPO application?,"No, once you have submitted the application and confirmed the details, you cannot amend any application details or cancel your application.",en
EIPO,How do I know my EIPO application has been submitted to the Share Registrars for allotment?,"We will send your application to the Share Registrars on or before the IPO official closing time. In case there is any incorrect information or your designated account has insufficient fund for settlement, your application will be cancelled without further notice.",en
EIPO,How can I get a refund for a wholly or partially unsuccessful EIPO application or any surplus application money?,"For Yellow Form Applicants
							the application money (or part thereof) will be credited directly to your Securities Trading account on the refund day specified in the respective Prospectus.For White Form Applicants
							The Share Registrars of the issuer will refund any application money due to you by a cheque made out to you. The refund cheque will be sent by ordinary post to the address as specified on the EIPO Application form on the refund date as announced by the issuer.",en
EIPO,How do I receive the allotted shares if my application is successful or partially successful?,"For yellow Form Applicants:
							If your application is wholly or partially successful, your share certificate(s) will be directly deposited into your Securities Trading account.For White Form Applicants:
							If your application for shares is successful in whole or in part, the Share Registrars of the issuer will issue share certificate(s) in your name and send it to the address as supplied by you on the EIPO Application form on the despatch date as announced by the issuer.",en
EIPO,Is there any service charge for the EIPO service?, Please refer to the details of respective EIPO.,en
EIPO,Can I make EIPO application on behalf of others?,No,en
EIPO,Risks associated with IPO,"Over-subscribing to an IPO
							In some cases IPOs are oversubscribed with requests for shares and the company may be required to go through an allocation process. Investors may be tempted to oversubscribe to an IPO and initially buy more shares than required with the assumption that they will not be allocated for the full amount. However, if the IPO is not oversubscribed, investors will receive all their requested shares and incur the full cost. Market risk
							The risk that the company's share price may drop below their initial IPO price, once the company becomes traded on the stock market. Company Risk
							It is vital to understand the company and its business you are investing in. You should therefore study thoroughly the prospectus, financial reports and even seek professional advice prior to making an investment decision.",en
